eatery_name,eatery_address,eatery_rating,City
Suganya's Thai Restaurant,"2/11 Ireland St, Bright VIC 3741, Australia",4.2,BRIGHT
The Riverdeck Kitchen,"16 Howitt Ln, Bright VIC 3741, Australia",4.2,BRIGHT
Bright Chinese Restaurant,"108 Gavan St, Bright VIC 3741, Australia",3.5,BRIGHT
Elm Dining,"98 Gavan St, Bright VIC 3741, Australia",4.6,BRIGHT
Alpine Hotel Bright,"7-9 Anderson St, Bright VIC 3741, Australia",4.0,BRIGHT
Wild Thyme Cafe Bright,"3 Ireland St, Bright VIC 3741, Australia",4.6,BRIGHT
Tomahawks,"15 Camp St, Bright VIC 3741, Australia",4.8,BRIGHT
Bright Cafe,"1/6-8 Ireland St, Bright VIC 3741, Australia",3.9,BRIGHT
Coral Lee,"8 Barnard St, Bright VIC 3741, Australia",4.3,BRIGHT
Ginger Baker Wine Bar & Café,"127 Great Alpine Rd, Bright VIC 3741, Australia",3.9,BRIGHT
Blackbird Cafe,"95 Gavan St, Bright VIC 3741, Australia",4.3,BRIGHT
Food Wine Friends,"2/6 Ireland St, Bright VIC 3741, Australia",4.7,BRIGHT
Katsu,"9 Barnard St, Bright VIC 3741, Australia",4.6,BRIGHT
Cherry Walk Cafe,"6 Anderson St, Bright VIC 3741, Australia",4.4,BRIGHT
Dr Mauve Bar And Lounge,"100 Gavan St, Bright VIC 3741, Australia",4.6,BRIGHT
Burgerville Bright,"87 Gavan St, Bright VIC 3741, Australia",4.4,BRIGHT
Bright Takeaway,"30 Ireland St, Bright VIC 3741, Australia",3.5,BRIGHT
Riverdeck cafe,"7 Barberry Ct, Bright VIC 3741, Australia",0.0,BRIGHT
Dumu Balcony Cafe,"4 Ireland St, Bright VIC 3741, Australia",4.3,BRIGHT
Reed & Co. Distillery,"15 Wills St, Bright VIC 3741, Australia",4.7,BRIGHT
Sicilians Bar & Restaurant,"102 Barkly St, Ararat VIC 3377, Australia",4.1,ARARAT
Ararat Family Restaurant,"8475 Western Hwy, Ararat VIC 3377, Australia",3.4,ARARAT
Sede Cafe,"96 Barkly St, Ararat VIC 3377, Australia",4.4,ARARAT
Taste Of Peking Chinese Restaurant Ararat,"157 Barkly St, Ararat VIC 3377, Australia",3.6,ARARAT
Vines Cafe & Bar,"74 Barkly St, Ararat VIC 3377, Australia",4.1,ARARAT
Foragers Cafe,"82 Vincent St, Ararat VIC 3377, Australia",4.5,ARARAT
Candles Restaurant,"79 Lambert St, Ararat VIC 3377, Australia",4.6,ARARAT
Gardens Lake Cafe,"Ararat VIC 3377, Australia",4.4,ARARAT
Waack's Bakery Ararat,"168 Barkly St, Ararat VIC 3377, Australia",3.4,ARARAT
Fred & Bet's Cafe,"101 Barkly St, Ararat VIC 3377, Australia",4.5,ARARAT
Ararat RSL,"74-76 High St, Ararat VIC 3377, Australia",4.1,ARARAT
Ararat Noodle Bar,"155 Barkly St, Ararat VIC 3377, Australia",4.2,ARARAT
Domino's Pizza Ararat,"Safeway Complex, 3 & 4/1 Ingor St, Ararat VIC 3377, Australia",3.9,ARARAT
Ararat Kebab House,"82 Barkly St, Ararat VIC 3377, Australia",4.1,ARARAT
Khoon Thai Ararat,"234-236 Barkly St, Ararat VIC 3377, Australia",4.9,ARARAT
Waack's Bakery,"172/168 Barkly St, Ararat VIC 3377, Australia",4.0,ARARAT
Reid's Takeaway,"212-214 Barkly St, Ararat VIC 3377, Australia",2.6,ARARAT
Deb's Cafe,"124 Barkly St, Ararat VIC 3377, Australia",4.8,ARARAT
Bistro 240,"240 Barkly St, Ararat VIC 3377, Australia",4.0,ARARAT
Fish on Barkly,"262 Barkly St, Ararat VIC 3377, Australia",4.2,ARARAT
Harry Limes Restaurant,"5A Doveton St N, Ballarat Central VIC 3350, Australia",4.1,BALLARAT
Freight Bar & Restaurant,"49 Mair St E, Ballarat Central VIC 3350, Australia",4.2,BALLARAT
Bibo Cafe + Restaurant,"614 Sturt St, Ballarat Central VIC 3350, Australia",4.1,BALLARAT
Carboni's Italian Kitchen,"152 Eureka St, Ballarat East VIC 3350, Australia",4.4,BALLARAT
The Turret Cafe & Catering,"802 Sturt St, Ballarat Central VIC 3350, Australia",4.4,BALLARAT
Meigas,"33 Armstrong St N, Ballarat Central VIC 3350, Australia",4.7,BALLARAT
Underbar,"3 Doveton St N, Ballarat Central VIC 3350, Australia",4.9,BALLARAT
Kambei Japanese Restaurant,"1/501 Main Rd, Ballarat East VIC 3350, Australia",4.6,BALLARAT
The Red Lion Ballarat,"223 Main Rd, Ballarat Central VIC 3350, Australia",4.3,BALLARAT
Europa Cafe,"411 Sturt St, Ballarat Central VIC 3350, Australia",4.1,BALLARAT
Boatshed Restaurant,"27A Lake Wendouree Foreshore, Lake Wendouree VIC 3350, Australia",4.1,BALLARAT
L'espresso,"417 Sturt St, Ballarat Central VIC 3350, Australia",4.4,BALLARAT
Red Peppa on Sturt,"34 Sturt St, Ballarat Central VIC 3350, Australia",4.5,BALLARAT
Cafe Merkama,"30 Doveton St N, Ballarat Central VIC 3350, Australia",4.7,BALLARAT
Hydrant Food Hall,"3 McKenzie St, Ballarat Central VIC 3350, Australia",4.5,BALLARAT
Bluestone Cafe,"302 Drummond St S, Ballarat Central VIC 3350, Australia",4.9,BALLARAT
Cafe at Provincial Ballarat,"222 Sturt St, Ballarat Central VIC 3350, Australia",4.4,BALLARAT
Aureate Restaurant,"19 Doveton St N, Ballarat Central VIC 3350, Australia",3.7,BALLARAT
Start Cafe,"96 Humffray St N, Ballarat East VIC 3350, Australia",4.4,BALLARAT
Webster's Market And Cafe,"61 Webster St, Ballarat Central VIC 3350, Australia",4.4,BALLARAT
Souvanny Thai Restaurant,"60 McBride Ave, Wonthaggi VIC 3995, Australia",3.9,WONTHAGGI
Dumpling Plaza Chinese Restaurant,"26 McBride Ave, Wonthaggi VIC 3995, Australia",4.2,WONTHAGGI
Wonthaggi Club,"16 McBride Ave, Wonthaggi VIC 3995, Australia",4.1,WONTHAGGI
Wonthaggi Hotel,"2 McBride Ave, Wonthaggi VIC 3995, Australia",4.3,WONTHAGGI
BEANd,"Unit A/134/142 Graham St, Wonthaggi VIC 3995, Australia",4.0,WONTHAGGI
The Hicksborough General Store & Cafe,"184 White Rd, North Wonthaggi VIC 3995, Australia",4.5,WONTHAGGI
The Coffee Collective,"52/50 McBride Ave, Wonthaggi VIC 3995, Australia",4.3,WONTHAGGI
Wolf on Murray,"1 Murray St, Wonthaggi VIC 3995, Australia",4.6,WONTHAGGI
Redgie's Cafe,"1 Biggs Dr, Wonthaggi VIC 3995, Australia",4.0,WONTHAGGI
"Rob's Fish and Chips, Burgers & Coffee Lounge","113-115 Graham St, Wonthaggi VIC 3995, Australia",4.7,WONTHAGGI
McDonald's Wonthaggi VIC,"Corner Billson and, Graham St, Wonthaggi VIC 3995, Australia",3.3,WONTHAGGI
The Caledonian Hotel,"153/155 Graham St, Wonthaggi VIC 3995, Australia",4.2,WONTHAGGI
Nyojo's Pizza,"163 Graham St, Wonthaggi VIC 3995, Australia",4.3,WONTHAGGI
Youki's Japanese Take Away,"46 McBride Ave, Wonthaggi VIC 3995, Australia",4.2,WONTHAGGI
Folks,"132 Graham St, Wonthaggi VIC 3995, Australia",4.5,WONTHAGGI
Ms. Betty's Cafe,"17 Korumburra Rd, Wonthaggi VIC 3995, Australia",4.9,WONTHAGGI
Kirrak Kiosk,"2/13 Inverloch Rd, Wonthaggi VIC 3995, Australia",4.8,WONTHAGGI
Wonthaggi charcoal chicken,"151A Graham St, Wonthaggi VIC 3995, Australia",3.6,WONTHAGGI
Whistle Stop Bakery,"28-30 McBride Ave, Wonthaggi VIC 3995, Australia",4.0,WONTHAGGI
"Little wren - Sandwich bar, Cafe","161 Graham St, Wonthaggi VIC 3995, Australia",4.5,WONTHAGGI
Luciano's Bar and Restaurant,"17a Princes Way, Drouin VIC 3818, Australia",4.2,DROUIN
Middels,"3/94 Princes Way, Drouin VIC 3818, Australia",4.3,DROUIN
Drouin Thai Restaurant,"1 Bank Pl, Drouin VIC 3818, Australia",4.3,DROUIN
The French Pear Cafe,"83-85 Princes Way, Drouin VIC 3818, Australia",4.4,DROUIN
Drouin Family Hotel,"65 Princes Way, Drouin VIC 3818, Australia",4.2,DROUIN
Drouin Gourmet Cafe,"21 Princes Way, Drouin VIC 3818, Australia",4.5,DROUIN
Hong Kong Inn Resturant,"51 Princes Way, Drouin VIC 3818, Australia",4.4,DROUIN
Albert's Kitchen,"32 Albert Rd, Drouin VIC 3818, Australia",4.7,DROUIN
Drouin PizzaBurger Lounge,"101 Princes Way, Drouin VIC 3818, Australia",3.8,DROUIN
Drouin Kebabs,"137 Princes Way, Drouin VIC 3818, Australia",4.6,DROUIN
Isshin Japanese House Drouin,"2/7 Bank Pl, Drouin VIC 3818, Australia",4.8,DROUIN
Cave Culture,"49 Princes Way, Drouin VIC 3818, Australia",4.9,DROUIN
McDonald's Drouin,"77 Young St, Drouin VIC 3818, Australia",3.5,DROUIN
Drouin Bakery & Cafe,"32 Princes Way, Drouin VIC 3818, Australia",4.3,DROUIN
Gippy Fish N Chips,"7 Bank Pl, Drouin VIC 3818, Australia",4.2,DROUIN
Drouin Fin & Feather,"113 Princes Way, Drouin VIC 3818, Australia",4.1,DROUIN
Kims Kitchen (Order Online/ Delivery),"56 Commercial Pl, Drouin VIC 3818, Australia",3.6,DROUIN
3 Ways Takeaway,"29 Main S Rd, Drouin VIC 3818, Australia",4.4,DROUIN
Nick's Bakehouse,"40 Princes Way, Drouin VIC 3818, Australia",4.1,DROUIN
Domino's Pizza Drouin,"Shop 4/149 Princes Hwy, Drouin VIC 3818, Australia",3.8,DROUIN
Sandringham Yacht Club,"Jetty Rd, Sandringham VIC 3191, Australia",4.5,SANDRINGHAM
The Sandy,"118 Beach Rd, Sandringham VIC 3191, Australia",3.7,SANDRINGHAM
Ludo Coffee and Art,"5 Waltham St, Sandringham VIC 3191, Australia",4.7,SANDRINGHAM
Harbour View Restaurant,"Jetty Rd, Sandringham VIC 3191, Australia",4.3,SANDRINGHAM
Hobsons,"19-21 Melrose St, Sandringham VIC 3191, Australia",4.2,SANDRINGHAM
Co. Cafe Sandringham,"88 Station St, Sandringham VIC 3191, Australia",4.3,SANDRINGHAM
Sook Sabai Thai Restaurant,"84 Station St, Sandringham VIC 3191, Australia",4.2,SANDRINGHAM
Le Phan Vietnamese Restaurant,"5 Melrose St, Sandringham VIC 3191, Australia",4.3,SANDRINGHAM
Port of Call,"7 Bay Rd, Sandringham VIC 3191, Australia",4.2,SANDRINGHAM
Limoncello,"54 Station St, Sandringham VIC 3191, Australia",4.2,SANDRINGHAM
Syndicate Room.,"254 Bay Rd, Sandringham VIC 3191, Australia",4.7,SANDRINGHAM
Full Turn Kitchen Bar,"222 Bay Rd, Sandringham VIC 3191, Australia",4.6,SANDRINGHAM
Baia Di Vino,"1 Melrose St, Sandringham VIC 3191, Australia",4.8,SANDRINGHAM
Black Squirrel Cafe.,"20 Bay Rd, Sandringham VIC 3191, Australia",4.2,SANDRINGHAM
Chives Cafe.,"189 Bluff Rd, Sandringham VIC 3191, Australia",4.4,SANDRINGHAM
Y14 Japanese Seafood Kitchen & Bar,"14 Bay Rd, Sandringham VIC 3191, Australia",4.5,SANDRINGHAM
Ammos Greek Tavern,"66 Station St, Sandringham VIC 3191, Australia",4.5,SANDRINGHAM
Barbalu's Pizza & Pasta,"34 Bay Rd, Sandringham VIC 3191, Australia",4.2,SANDRINGHAM
Urchin Bar,"424 Hampton St, Hampton VIC 3188, Australia",4.3,SANDRINGHAM
Stevie,"shop 1/18-34 Station St, Sandringham VIC 3191, Australia",4.4,SANDRINGHAM
EllaGoose Restaurant and Functions,"55 Nunn St, Benalla VIC 3672, Australia",4.5,BENALLA
Tandoori Hut Indian Restaurant,"121 Bridge St E, Benalla VIC 3672, Australia",4.1,BENALLA
#mainstreetcafebenalla,"74 Bridge St E, Benalla VIC 3672, Australia",4.3,BENALLA
Hollywood Cafe Benalla,"87 Bridge St E, Benalla VIC 3672, Australia",4.5,BENALLA
North Eastern Hotel - The Northo,"1 Nunn St, Benalla VIC 3672, Australia",4.5,BENALLA
Gallery Cafe,"Benalla VIC 3672, Australia",4.0,BENALLA
New Dragon Gate,"Cnr Arundel &, Thomas St, Benalla VIC 3672, Australia",3.8,BENALLA
Kim Wah Chinese Restaurant,"Australia, Victoria, Benalla, Bridge St E, AU Victoria邮政编码: 3672",4.1,BENALLA
Rustik Cafe & Foodstore,"28 ⛉ Bridge St, Benalla VIC 3672, Australia",4.4,BENALLA
Farmers Basket Cafe,"52 Nunn St, Benalla VIC 3672, Australia",4.5,BENALLA
The Shed Benalla,"126-128 Bridge St E, Benalla VIC 3672, Australia",3.6,BENALLA
Shady Elm Coffee Shop,"139 Grant Dr, Benalla VIC 3672, Australia",4.7,BENALLA
Benalla Curry House Indian Tandoori Restaurant,"56 Nunn St, Benalla VIC 3672, Australia",3.6,BENALLA
Thomas Street Fish Shop,"1 Thomas St, Benalla VIC 3672, Australia",4.2,BENALLA
Dumpling Kitchen - Benalla,"46 Bridge St E, Benalla VIC 3672, Australia",3.8,BENALLA
The Bootmakers Shop,"64A Arundel St, Benalla VIC 3672, Australia",5.0,BENALLA
Benalla Charcoal Chicken,"168 Bridge St E, Benalla VIC 3672, Australia",4.5,BENALLA
Harley's Pizza,"3 Thomas St, Benalla VIC 3672, Australia",3.6,BENALLA
McDonald's Benalla,"127/129 Bridge St E, Benalla VIC 3672, Australia",3.6,BENALLA
The Pink Shop,"167 Bridge St E, Benalla VIC 3672, Australia",5.0,BENALLA
Georges Restaurant,"819 Burke Rd, Camberwell VIC 3124, Australia",3.9,CAMBERWELL
Barolo,"885 Burke Rd, Camberwell VIC 3124, Australia",4.1,CAMBERWELL
Fiorelli Restaurant,"209 Camberwell Rd, Hawthorn East VIC 3123, Australia",4.5,CAMBERWELL
Short Black Cafe Restaurant,"761-767 Burke Rd, Camberwell VIC 3124, Australia",4.0,CAMBERWELL
Ambrosia,"221 Camberwell Rd, Hawthorn East VIC 3123, Australia",4.5,CAMBERWELL
Infuse Camberwell,"2 Burke Ave, Camberwell VIC 3123, Australia",4.3,CAMBERWELL
Deco Restaurant Cafe,"211 Camberwell Rd, Hawthorn East VIC 3123, Australia",4.2,CAMBERWELL
