Historical Hotel,City,,,,,,,,,,
Cheshire Arms,BENDIGO,,,,,,,,,,
Her Majestys,BENDIGO,,,,,,,,,,
Her Majestys,BENDIGO,,,,,,,,,,
Hibernian,BENDIGO,,,,,,,,,,
Harp & Shamrock,BENDIGO,,,,,,,,,,
Imperial Hustlers,BENDIGO,,,,,,,,,,
View Bend,BENDIGO,,,,,,,,,,
New Market,BENDIGO,,,,,,,,,,
Foundary Arms,BENDIGO,,,,,,,,,,
Terminus,BENDIGO,,,,,,,,,,
Brougham Arms,BENDIGO,,,,,,,,,,
Limerick,BENDIGO,,,,,,,,,,
Holtorfs,BENDIGO,,,,,,,,,,
Kent Brewery,BENDIGO,,,,,,,,,,
Cumberland,BENDIGO,,,,,,,,,,
Royal Princess,BENDIGO,,,,,,,,,,
Fleece Inn,BENDIGO,,,,,,,,,,
National,BENDIGO,,,,,,,,,,
Law Courts,BENDIGO,,,,,,,,,,
Brian Boru,BENDIGO,,,,,,,,,,
Butts,BENDIGO,,,,,,,,,,
American,BENDIGO,,,,,,,,,,
Railway,BENDIGO,,,,,,,,,,
Viiolet St,BENDIGO,,,,,,,,,,
Hibernia,BENDIGO,,,,,,,,,,
Lake View,BENDIGO,,,,,,,,,,
Exchange,BENDIGO,,,,,,,,,,
Criterion,BENDIGO,,,,,,,,,,
Union,BENDIGO,,,,,,,,,,
Rifle Brigade,BENDIGO,,,,,,,,,,
Kilkee,BENDIGO,,,,,,,,,,
Shamrock,BENDIGO,,,,,,,,,,
Masonic Shades,BENDIGO,,,,,,,,,,
Great Britain,BENDIGO,,,,,,,,,,
Royal Mail,BENDIGO,,,,,,,,,,
Camp,BENDIGO,,,,,,,,,,
Crown,BENDIGO,,,,,,,,,,
Olympic,BENDIGO,,,,,,,,,,
View Point,BENDIGO,,,,,,,,,,
Australian,BENDIGO,,,,,,,,,,
Adelaide Brewery,BENDIGO,,,,,,,,,,
Victoria,BENDIGO,,,,,,,,,,
Clyde,BENDIGO,,,,,,,,,,
Brickmakers Arms,BENDIGO,,,,,,,,,,
City Brewery,BENDIGO,,,,,,,,,,
Bendigo,BENDIGO,,,,,,,,,,
European,BENDIGO,,,,,,,,,,
United States of Aust,BENDIGO,,,,,,,,,,
Coronation,BENDIGO,,,,,,,,,,
Tysons Reef,BENDIGO,,,,,,,,,,
Queens,BENDIGO,,,,,,,,,,
Denmark,BENDIGO,,,,,,,,,,
Ennis,BENDIGO,,,,,,,,,,
Prince Bismark,BENDIGO,,,,,,,,,,
Star & Garter,BENDIGO,,,,,,,,,,
Royal,BENDIGO,,,,,,,,,,
Union,BENDIGO,,,,,,,,,,
Golden Gate,BENDIGO,,,,,,,,,,
Hopetoun,BENDIGO,,,,,,,,,,
Greyhound,BENDIGO,,,,,,,,,,
Court House,BENDIGO,,,,,,,,,,
Five Lions,BENDIGO,,,,,,,,,,
Metropolitan,BENDIGO,,,,,,,,,,
Golden Vine,BENDIGO,,,,,,,,,,
Albion,BENDIGO,,,,,,,,,,
Gasworks,BENDIGO,,,,,,,,,,
Lancashire,BENDIGO,,,,,,,,,,
Black Swan,BENDIGO,,,,,,,,,,
City Club,BENDIGO,,,,,,,,,,
Unicorn,BENDIGO,,,,,,,,,,
City Family,BENDIGO,,,,,,,,,,
Oriental,BENDIGO,,,,,,,,,,
Athenaeum Club,BENDIGO,,,,,,,,,,
Park View,BENDIGO,,,,,,,,,,
Rosalind Park,BENDIGO,,,,,,,,,,
Sandhurst,BENDIGO,,,,,,,,,,
Durham Ox,BENDIGO,,,,,,,,,,
Robert Burns,BENDIGO,,,,,,,,,,
Washington,BENDIGO,,,,,,,,,,
London,BENDIGO,,,,,,,,,,
London,BENDIGO,,,,,,,,,,
Empire,BRIGHT,,,,,,,,,,
Lone Star,BRIGHT,,,,,,,,,,
Morses Creek,BRIGHT,,,,,,,,,,
Lynchs,BRIGHT,,,,,,,,,,
Alpine,BRIGHT,,,,,,,,,,
Alpine,BRIGHT,,,,,,,,,,
Empire,BRIGHT,,,,,,,,,,
Lone Star,BRIGHT,,,,,,,,,,
Lone Star,BRIGHT,,,,,,,,,,
Chalet,BRIGHT,,,,,,,,,,
Alpine,BRIGHT,,,,,,,,,,
Chalet,BRIGHT,,,,,,,,,,
Alpine,BRIGHT,,,,,,,,,,
Star,BRIGHT,,,,,,,,,,
Germanton,BRIGHT,,,,,,,,,,
Quon Kee,BRIGHT,,,,,,,,,,
Germanton,BRIGHT,,,,,,,,,,
Chalet,BRIGHT,,,,,,,,,,
Alpine,BRIGHT,,,,,,,,,,
Germanton,BRIGHT,,,,,,,,,,
Star,BRIGHT,,,,,,,,,,
Alpine,BRIGHT,,,,,,,,,,
Alpine,BRIGHT,,,,,,,,,,
Star,BRIGHT,,,,,,,,,,
Star,BRIGHT,,,,,,,,,,
Star,BRIGHT,,,,,,,,,,
Gleesons,BROADFORD,,,,,,,,,,
Broadford,BROADFORD,,,,,,,,,,
Junction,BROADFORD,,,,,,,,,,
Junction,BROADFORD,,,,,,,,,,
Broadford,BROADFORD,,,,,,,,,,
Commercial,BROADFORD,,,,,,,,,,
Commercial,BROADFORD,,,,,,,,,,
Commercial,BROADFORD,,,,,,,,,,
Commercial,BROADFORD,,,,,,,,,,
Commercial,BROADFORD,,,,,,,,,,
Commercial,BROADFORD,,,,,,,,,,
Broadford,BROADFORD,,,,,,,,,,
Commercial,BROADFORD,,,,,,,,,,
Commercial,BROADFORD,,,,,,,,,,
Commercial,BROADFORD,,,,,,,,,,
Commercial,BROADFORD,,,,,,,,,,
Commercial,BROADFORD,,,,,,,,,,
Broadford,BROADFORD,,,,,,,,,,
Tower,CAMBERWELL,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Commercial,CAMPERDOWN,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Camperdown,CAMPERDOWN,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Camperdown,CAMPERDOWN,,,,,,,,,,
Camperdown,CAMPERDOWN,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Commercial,CAMPERDOWN,,,,,,,,,,
Hampden,CAMPERDOWN,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Hampden,CAMPERDOWN,,,,,,,,,,
Commercial,CAMPERDOWN,,,,,,,,,,
Camperdown,CAMPERDOWN,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Commercial,CAMPERDOWN,,,,,,,,,,
Hampden,CAMPERDOWN,,,,,,,,,,
Commercial,CAMPERDOWN,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Commercial,CAMPERDOWN,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Commercial,CAMPERDOWN,,,,,,,,,,
Hampden,CAMPERDOWN,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Commercial,CAMPERDOWN,,,,,,,,,,
Commercial,CAMPERDOWN,,,,,,,,,,
Commercial,CAMPERDOWN,,,,,,,,,,
Hampden,CAMPERDOWN,,,,,,,,,,
Leura,CAMPERDOWN,,,,,,,,,,
Commercial,CAMPERDOWN,,,,,,,,,,
Ye Old Leura,CAMPERDOWN,,,,,,,,,,
Hampden,CAMPERDOWN,,,,,,,,,,
Ye Old Leura,CAMPERDOWN,,,,,,,,,,
Ye Old Leura,CAMPERDOWN,,,,,,,,,,
La Mascotte,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Victoria,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Albert,CASTLEMAINE,,,,,,,,,,
Albert,CASTLEMAINE,,,,,,,,,,
Prince of Wales,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Clarendon Inn,CASTLEMAINE,,,,,,,,,,
Carriers Arms,CASTLEMAINE,,,,,,,,,,
Monks,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Royal Mail,CASTLEMAINE,,,,,,,,,,
Victoria,CASTLEMAINE,,,,,,,,,,
Albert,CASTLEMAINE,,,,,,,,,,
Clarendon Inn,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Freemansons,CASTLEMAINE,,,,,,,,,,
Freemansons,CASTLEMAINE,,,,,,,,,,
Commercial,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Belle View,CASTLEMAINE,,,,,,,,,,
Exchange,CASTLEMAINE,,,,,,,,,,
Clarendon Inn,CASTLEMAINE,,,,,,,,,,
Clydesdale,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Freemansons,CASTLEMAINE,,,,,,,,,,
Victoria,CASTLEMAINE,,,,,,,,,,
Victoria,CASTLEMAINE,,,,,,,,,,
Belle View,CASTLEMAINE,,,,,,,,,,
Clarendon Inn,CASTLEMAINE,,,,,,,,,,
Trembaths,CASTLEMAINE,,,,,,,,,,
French & English,CASTLEMAINE,,,,,,,,,,
Freemansons,CASTLEMAINE,,,,,,,,,,
Trembaths,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Malakoff,CASTLEMAINE,,,,,,,,,,
Albert,CASTLEMAINE,,,,,,,,,,
Builders Arms,CASTLEMAINE,,,,,,,,,,
Clydesdale,CASTLEMAINE,,,,,,,,,,
Mechanics Arms,CASTLEMAINE,,,,,,,,,,
Clarendon Inn,CASTLEMAINE,,,,,,,,,,
Bignalls,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Bedford,CASTLEMAINE,,,,,,,,,,
Belle View,CASTLEMAINE,,,,,,,,,,
Railway,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Royal Glengarry,CASTLEMAINE,,,,,,,,,,
Mechanics Arms,CASTLEMAINE,,,,,,,,,,
Albert,CASTLEMAINE,,,,,,,,,,
Royal Glengarry,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Deep Creek Inn,CASTLEMAINE,,,,,,,,,,
Victoria,CASTLEMAINE,,,,,,,,,,
Exchange,CASTLEMAINE,,,,,,,,,,
Malakoff,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Bedford,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Belle View,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Albion,CASTLEMAINE,,,,,,,,,,
Princess Alice,CASTLEMAINE,,,,,,,,,,
Builders Arms,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Albion,CASTLEMAINE,,,,,,,,,,
Albert,CASTLEMAINE,,,,,,,,,,
Albert,CASTLEMAINE,,,,,,,,,,
Exchange,CASTLEMAINE,,,,,,,,,,
Bedford,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Railway,CASTLEMAINE,,,,,,,,,,
Imperial,CASTLEMAINE,,,,,,,,,,
Clarendon Inn,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Clydesdale,CASTLEMAINE,,,,,,,,,,
Clydesdale,CASTLEMAINE,,,,,,,,,,
Albion,CASTLEMAINE,,,,,,,,,,
Freemansons,CASTLEMAINE,,,,,,,,,,
Freemansons,CASTLEMAINE,,,,,,,,,,
Builders Arms,CASTLEMAINE,,,,,,,,,,
Builders Arms,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Garibaldi,CASTLEMAINE,,,,,,,,,,
Victoria,CASTLEMAINE,,,,,,,,,,
Moloneys,CASTLEMAINE,,,,,,,,,,
Victoria,CASTLEMAINE,,,,,,,,,,
Victoria,CASTLEMAINE,,,,,,,,,,
Shamrock,CASTLEMAINE,,,,,,,,,,
Mystery,CASTLEMAINE,,,,,,,,,,
Bedford,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Clydesdale,CASTLEMAINE,,,,,,,,,,
Diggers,CASTLEMAINE,,,,,,,,,,
Horse & Jockey,CASTLEMAINE,,,,,,,,,,
Grand Central Hotel & Dining Room,CASTLEMAINE,,,,,,,,,,
OHara Burke,CASTLEMAINE,,,,,,,,,,
Mount Alexander,CASTLEMAINE,,,,,,,,,,
Railway,CASTLEMAINE,,,,,,,,,,
Gellerts,CASTLEMAINE,,,,,,,,,,
Queens,CASTLEMAINE,,,,,,,,,,
Carriers Arms,CASTLEMAINE,,,,,,,,,,
Freemasons Bignells,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Foresters Arms,CASTLEMAINE,,,,,,,,,,
Cornish,CASTLEMAINE,,,,,,,,,,
Albion,CASTLEMAINE,,,,,,,,,,
Caledonian,CASTLEMAINE,,,,,,,,,,
Niagara,CASTLEMAINE,,,,,,,,,,
Freemansons,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Mechanics Arms,CASTLEMAINE,,,,,,,,,,
Bridge Hotel & Grocer,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Hotel De LEurope et Pension Suisse,CASTLEMAINE,,,,,,,,,,
Volunteer Tavern,CASTLEMAINE,,,,,,,,,,
Totts,CASTLEMAINE,,,,,,,,,,
Colliban,CASTLEMAINE,,,,,,,,,,
Imperial,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Victoria,CASTLEMAINE,,,,,,,,,,
Carriers Arms,CASTLEMAINE,,,,,,,,,,
Imperial,CASTLEMAINE,,,,,,,,,,
Beddards,CASTLEMAINE,,,,,,,,,,
Carriers Arms,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Bedford,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Star,CASTLEMAINE,,,,,,,,,,
Farmers Arms,CASTLEMAINE,,,,,,,,,,
Mount Alexander,CASTLEMAINE,,,,,,,,,,
Clydesdale,CASTLEMAINE,,,,,,,,,,
Goldsmiths,CASTLEMAINE,,,,,,,,,,
Shamrock,CASTLEMAINE,,,,,,,,,,
Niagara,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Bridge Hotel & Grocer,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Devonshire Arms,CASTLEMAINE,,,,,,,,,,
Haymarket,CASTLEMAINE,,,,,,,,,,
Thwaites,CASTLEMAINE,,,,,,,,,,
Imperial,CASTLEMAINE,,,,,,,,,,
Yandoit,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Star,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Cricketers Arms,CASTLEMAINE,,,,,,,,,,
Crown,CASTLEMAINE,,,,,,,,,,
Council Club,CASTLEMAINE,,,,,,,,,,
Mount Alexander,CASTLEMAINE,,,,,,,,,,
Railway,CASTLEMAINE,,,,,,,,,,
Goldsmiths,CASTLEMAINE,,,,,,,,,,
The Old Lady of Threadneedle Street,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Royal Glengarry,CASTLEMAINE,,,,,,,,,,
Corner,CASTLEMAINE,,,,,,,,,,
Bridge Hotel & Grocer,CASTLEMAINE,,,,,,,,,,
Erin Go Bragh,CASTLEMAINE,,,,,,,,,,
Bridge Hotel & Grocer,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Haymarket,CASTLEMAINE,,,,,,,,,,
Imperial,CASTLEMAINE,,,,,,,,,,
Webbers Brighton Hotel & General Store,CASTLEMAINE,,,,,,,,,,
Yandoit,CASTLEMAINE,,,,,,,,,,
Druids,CASTLEMAINE,,,,,,,,,,
Harp of Erin,CASTLEMAINE,,,,,,,,,,
Railway Hotel,CASTLEMAINE,,,,,,,,,,
Old House at Home,CASTLEMAINE,,,,,,,,,,
British & American,CASTLEMAINE,,,,,,,,,,
Sebastopol,CASTLEMAINE,,,,,,,,,,
Railway Hotel,CASTLEMAINE,,,,,,,,,,
Lanes,CASTLEMAINE,,,,,,,,,,
Bristol Arms,CASTLEMAINE,,,,,,,,,,
Globe,CASTLEMAINE,,,,,,,,,,
Bedford,CASTLEMAINE,,,,,,,,,,
Nags Head,CASTLEMAINE,,,,,,,,,,
Clydesdale,CASTLEMAINE,,,,,,,,,,
Standard of Freedom,CASTLEMAINE,,,,,,,,,,
Albion,CASTLEMAINE,,,,,,,,,,
Shamrock,CASTLEMAINE,,,,,,,,,,
Beehive,CASTLEMAINE,,,,,,,,,,
Carriers Arms,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Victoria,CASTLEMAINE,,,,,,,,,,
View Point,CASTLEMAINE,,,,,,,,,,
Devonshire Arms,CASTLEMAINE,,,,,,,,,,
Thwaites,CASTLEMAINE,,,,,,,,,,
Commercial,CASTLEMAINE,,,,,,,,,,
Clydesdale,CASTLEMAINE,,,,,,,,,,
Imperial,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Shamrock,CASTLEMAINE,,,,,,,,,,
Goldsmiths,CASTLEMAINE,,,,,,,,,,
Commercial,CASTLEMAINE,,,,,,,,,,
Nags Head,CASTLEMAINE,,,,,,,,,,
Railway,CASTLEMAINE,,,,,,,,,,
Railway Hotel,CASTLEMAINE,,,,,,,,,,
Standard of Freedom,CASTLEMAINE,,,,,,,,,,
Albion,CASTLEMAINE,,,,,,,,,,
Dunstans,CASTLEMAINE,,,,,,,,,,
Gardiners,CASTLEMAINE,,,,,,,,,,
Victoria,CASTLEMAINE,,,,,,,,,,
Devonshire Arms,CASTLEMAINE,,,,,,,,,,
Crown,CASTLEMAINE,,,,,,,,,,
Junction,CASTLEMAINE,,,,,,,,,,
Exchange,CASTLEMAINE,,,,,,,,,,
Yandoit,CASTLEMAINE,,,,,,,,,,
Kettyles,CASTLEMAINE,,,,,,,,,,
Beehive,CASTLEMAINE,,,,,,,,,,
Royal Glengarry,CASTLEMAINE,,,,,,,,,,
Carriers Arms,CASTLEMAINE,,,,,,,,,,
Erin Go Bragh,CASTLEMAINE,,,,,,,,,,
Council Club,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Imperial,CASTLEMAINE,,,,,,,,,,
Bedford,CASTLEMAINE,,,,,,,,,,
Railway,CASTLEMAINE,,,,,,,,,,
Railway Hotel,CASTLEMAINE,,,,,,,,,,
Globe,CASTLEMAINE,,,,,,,,,,
Mount Alexander,CASTLEMAINE,,,,,,,,,,
Thwaites,CASTLEMAINE,,,,,,,,,,
Webbers Brighton Hotel & General Store,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Haymarket,CASTLEMAINE,,,,,,,,,,
Star,CASTLEMAINE,,,,,,,,,,
Bridge Hotel & Grocer,CASTLEMAINE,,,,,,,,,,
Corner,CASTLEMAINE,,,,,,,,,,
View Point,CASTLEMAINE,,,,,,,,,,
The Old Lady of Threadneedle Street,CASTLEMAINE,,,,,,,,,,
Gardiners,CASTLEMAINE,,,,,,,,,,
Devonshire Arms,CASTLEMAINE,,,,,,,,,,
Imperial,CASTLEMAINE,,,,,,,,,,
Mount Alexander,CASTLEMAINE,,,,,,,,,,
Standard of Freedom,CASTLEMAINE,,,,,,,,,,
Crown,CASTLEMAINE,,,,,,,,,,
Clydesdale,CASTLEMAINE,,,,,,,,,,
Railway,CASTLEMAINE,,,,,,,,,,
Commercial,CASTLEMAINE,,,,,,,,,,
Sporting Club,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Exchange,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Globe,CASTLEMAINE,,,,,,,,,,
Goldsmiths,CASTLEMAINE,,,,,,,,,,
Webbers Brighton Hotel & General Store,CASTLEMAINE,,,,,,,,,,
Thwaites,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Nags Head,CASTLEMAINE,,,,,,,,,,
Central Club,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Royal (Theatre),CASTLEMAINE,,,,,,,,,,
Sporting Club,CASTLEMAINE,,,,,,,,,,
Imperial,CASTLEMAINE,,,,,,,,,,
Devonshire Arms,CASTLEMAINE,,,,,,,,,,
Standard of Freedom,CASTLEMAINE,,,,,,,,,,
Crown,CASTLEMAINE,,,,,,,,,,
Council Club,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Mount Alexander,CASTLEMAINE,,,,,,,,,,
Railway,CASTLEMAINE,,,,,,,,,,
Commercial,CASTLEMAINE,,,,,,,,,,
Clydesdale,CASTLEMAINE,,,,,,,,,,
Gardiners,CASTLEMAINE,,,,,,,,,,
Sporting Club,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Central Club,CASTLEMAINE,,,,,,,,,,
Devonshire Arms,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Imperial,CASTLEMAINE,,,,,,,,,,
Royal Glengarry,CASTLEMAINE,,,,,,,,,,
Imperial,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Sporting Club,CASTLEMAINE,,,,,,,,,,
Standard of Freedom,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Globe,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Exchange,CASTLEMAINE,,,,,,,,,,
Goldsmiths,CASTLEMAINE,,,,,,,,,,
Crown,CASTLEMAINE,,,,,,,,,,
Webbers Brighton Hotel & General Store,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Haymarket,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Town Hall,CASTLEMAINE,,,,,,,,,,
Central Club,CASTLEMAINE,,,,,,,,,,
Council Club,CASTLEMAINE,,,,,,,,,,
Devonshire Arms,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Haymarket,CASTLEMAINE,,,,,,,,,,
Thwaites,CASTLEMAINE,,,,,,,,,,
Sporting Club,CASTLEMAINE,,,,,,,,,,
Haymarket,CASTLEMAINE,,,,,,,,,,
Globe,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Standard of Freedom,CASTLEMAINE,,,,,,,,,,
Mount Alexander,CASTLEMAINE,,,,,,,,,,
Beehive,CASTLEMAINE,,,,,,,,,,
Central Club,CASTLEMAINE,,,,,,,,,,
Mount Alexander,CASTLEMAINE,,,,,,,,,,
Standard of Freedom,CASTLEMAINE,,,,,,,,,,
Star,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Exchange,CASTLEMAINE,,,,,,,,,,
Central Club,CASTLEMAINE,,,,,,,,,,
Thwaites,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Exchange,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Globe,CASTLEMAINE,,,,,,,,,,
Town Hall,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Cumberland,CASTLEMAINE,,,,,,,,,,
Haymarket,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Criterion,CASTLEMAINE,,,,,,,,,,
Thwaites,CASTLEMAINE,,,,,,,,,,
Globe,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Railway,CASTLEMAINE,,,,,,,,,,
Goldsmiths,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Royal Hotel & Theatre,CASTLEMAINE,,,,,,,,,,
Shamrock,CASTLEMAINE,,,,,,,,,,
Haymarket,CASTLEMAINE,,,,,,,,,,
Bridge Hotel & Grocer,CASTLEMAINE,,,,,,,,,,
Town Hall,CASTLEMAINE,,,,,,,,,,
Albion,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Goldsmiths,CASTLEMAINE,,,,,,,,,,
Globe,CASTLEMAINE,,,,,,,,,,
Royal Glengarry,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Corner,CASTLEMAINE,,,,,,,,,,
Railway,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
Castlemaine,CASTLEMAINE,,,,,,,,,,
The Old Lady of Threadneedle Street,CASTLEMAINE,,,,,,,,,,
View Point,CASTLEMAINE,,,,,,,,,,
Globe,CASTLEMAINE,,,,,,,,,,
Goldsmiths,CASTLEMAINE,,,,,,,,,,
Cricketers Arms,CASTLEMAINE,,,,,,,,,,
Crown,CASTLEMAINE,,,,,,,,,,
Junction,CASTLEMAINE,,,,,,,,,,
Metropolitan,CASTLEMAINE,,,,,,,,,,
Nags Head,CASTLEMAINE,,,,,,,,,,
Shamrock,CASTLEMAINE,,,,,,,,,,
Sporting Club,CASTLEMAINE,,,,,,,,,,
Supreme Court,CASTLEMAINE,,,,,,,,,,
Bridge Hotel & Grocer,CASTLEMAINE,,,,,,,,,,
