Title,Location,Name,Relationship,Date,Source
"Railway, Gordon",Gordons (Vic.),"Greene, S J",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Gisborne",Aitken St (Gisborne Vic.),Hann,Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Mirboo North",Mirboo North (Vic.),"Harkin, M",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Kirkpatricks, Mornington",Mornington (Vic.),"Harlem, A",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Romsey",Romsey (Vic.),"Hedley, Rose Ann",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Mail, Glenorchy",Glenorchy (Vic,"Henderson, James",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Mordialloc, Mordialloc",Mordialloc (Vic.),"Hill, Matilda",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"White Hart, Port Fairy",Bank St (Port Fairy Vic.),"Hilton, Fred",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Goulburn, Seymour",Seymour (Vic.),"Hodgens, C",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Heyfield, Heyfield",Heyfield (Vic.),Hurley,Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Brian Boru, Warrnambool",Raglan Parade East (Warrnambool Vic.),"Hussey, E",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Belle Vue, Malmsbury",Malmsbury (Vic.),"Jackson, K",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Briagolong, Briagolong",Briagolong (Vic.),"Jamieson, J B",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"View Bend, Bendigo",Bendigo (Vic.),"Kenny, P",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Taradale, Taradale",High St (Taradale Vic.),"Kenyon, Harold W",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bridge, Nathalia",Nathalia (Vic.),"Keogh, John",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Mandurang Hotel & Store, Mandurang",Mandurang (Vic.),"Kerr, John",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shamrock, Numurkah",Numurkah (Vic.),"Kilpatrick, Margaret",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Hotel Store & Post Office, Goldsborough",Goldsborough (Vic.),"King, Ellen",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Mornington, Cranbourne",Cranbourne (Vic.),"Lane, Harry G",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victory, Bloomfield",Bloomfield (Vic.),"Madden, B",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Central, Cunninghame",Cunninghame (Vic.),"Mason, George",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Criterion, Sale",corner York & Macalister Sts (Sale Vic.),"Mates, Richard",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Warrnambool",Warrnambool (Vic.),"Mathias, A",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Stawell",Stawell (Vic.),"Matthews, J C",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cromwell, Bena",Bena (Vic.),"Maynard, John",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lilydale Hotel & Store, Lilydale",Lilydale (Vic.),McKenzie,Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Miners Arms, Maldon",Main St (Maldon Vic.),"Miles, F",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial Hotel & Store, Trentham",Trentham (Vic.),"Millett, Thomas",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Colac, Colac East",Colac East (Vic.),"Molloy, William",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"European, Stawell",Main St (Stawell Vic.),"Mulvaney, C J",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Flinders, Flinders",Flinders (Vic.),"Napthine, O W",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Drouin",Drouin (Vic.),"Nielson, F",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Hotel & Theatre, Castlemaine",Market Square (Castlemaine Vic.),"OFlaherty, John",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Benambra, Benambra",Benambra (Vic.),"ORook, William",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Mail, Chiltern",Chiltern (Vic.),"Peel, Georgina",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Southern Cross, Koroit",Koroit (Vic.),"Phelan, K E",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"City, Bendigo",Bendigo (Vic.),"Raabe, A",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bank, Trentham",High St (Trentham Vic.),"Randall, William",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Farmers Arms, Shepparton",Shepparton (Vic.),"Reidy, M",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Grand Junction, Walhalla",Walhalla (Vic.),"Ryan, S",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Criterion, Maldon",Maldon (Vic.),Sharp,Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"National, Gisborne",Melbourne Rd (Gisborne Vic.),"Short, James",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Junction, Gerang Gerung",Gerang Gerung (Vic.),"Simmons, John C",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Albion, Doctors Flat",Doctors Flat (Vic.),"Sims, John",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Donald, Donald",Donald (Vic.),"Slattery, K",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Talbot, Talbot",Talbot (Vic.),"Spark, E",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Club, Tylden",Tylden (Vic.),"Strain, George",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Birchip, Birchip",Birchip (Vic.),"Taafe, George",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lalbert, Lalbert",Lalbert (Vic.),"Tampion, A C",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Waterloo, Yarragon",Yarragon (Vic.),"Thompson, S",Not identified,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Globe, Castlemaine",Castlemaine (Vic.),"Vaughan, M A",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Club, Warragul",Warragul (Vic.),"Waye, C",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Wycheproof",Wycheproof (Vic.),"Webber, W E",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Tara, Boggy Creek",Boggy Creek (Vic.),"Weston, G",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Gippsland, Beaconsfield",Beaconsfield (Vic.),White,Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Netherby",Netherby (Vic.),"Woodlock, W",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Kingston",High St (Kingston Vic.),"Wraith, H",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Town Hall, Castlemaine",Castlemaine (Vic.),"Wylie, D M",Licensee,1908-1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hexham, Hexham",Hexham (Vic.),"Anders, Hermann",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Bendigo",Bendigo (Vic.),"Bellamy, J",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Romsey, Romsey",Romsey (Vic.),"Campbell, K",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Neerim Hotel & Store, Crossover",Crossover (Vic.),"Carr, J",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Green Hills, Condah",Condah (Vic.),"Carter, G R",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Turf Club, Buln Buln",Buln Buln (Vic.),"Connelly, T",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial & Family, Beechworth",Ford St (Beechworth Vic.),"Cribb, Alfred",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Gasworks, Bendigo",Bendigo (Vic.),"Dale, E A",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Anglers, Warrnambool",Warrnambool Hopkins Bridge (Vic.),"Ecker, Jos",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Ensay, Ensay",Ensay (Vic.),"Fregon, John J",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lamb Inn & Store, Yan Yean",Yan Yean South (Vic.),"Gilligan, F",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cecil Inn, Moondarra",Moondarra (Vic.),Gould,Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victoria, Korumburra",Korumburra (Vic.),"Guy, J W",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Tongala",Tongala (Vic.),"Haertel, Carl",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Marramingo, Genoa River",Genoa River (Vic.),"Harmer, W P",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Galway Arms, Romsey",Romsey (Vic.),"Hewett, J C",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cricketers Arms, Mooroopna",Main St (Mooroopna Vic.),"Hickey, M J",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Telegraph, Bendigo",Bendigo (Vic.),"Hutchens, E",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Mansfield, Mansfield",corner High & Highett Sts (Mansfield Vic.),"Johnston, L",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Mansfield, Mansfield",corner High & Highett Sts (Mansfield Vic.),"Johnston, M",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shakespeare, Maldon",Main St (Maldon Vic.),"Jones, Pierce O",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Tungamah",Tungamah (Vic.),"Keir, William",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"London Tavern, Beechworth",Camp St (Beechworth Vic.),"Kelly, E J",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Brian Boru, Bendigo",Bendigo (Vic.),"Lonergan, R",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Criterion, Walhalla",Walhalla (Vic.),"Longton, M J",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Earl of Kimberley, Bendigo",Bendigo (Vic.),"McGregor, C L",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Prince of Wales, Daylesford",corner Vincent & Albert Sts (Daylesford Vic.),"McKendry, Mary",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Minapre, Lascelles",Lascelles (Vic.),"Mitte, F A",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Albion, Woorak",Woorak (Vic.),"Mossman, Charles F",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Queens Ferry, Dennington",Dennington (Vic.),"Nicholl, H E",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Orient, Bairnsdale",Bairnsdale (Vic.),"Norris, J N",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Orient, Bairnsdale",Bairnsdale (Vic.),"Norris, J N",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Sandhurst, Bendigo",Bendigo (Vic.),"OBrien, E",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Hamilton",Hamilton (Vic.),"OCallaghan, Bartholomew",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Union, Romsey",Romsey (Vic.),"OConnor, E",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Farmers Arms, Mysia",Mysia (Vic.),"OHalloran, M",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Quartz Miners Arms, Ironbark",Bendigo (Vic.),"Raabe, F",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Elm Tree, Daylesford",corner Stanbridge & Queensberry Sts (Daylesford Vic.),"Rachinger, E",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Exchange, Bairnsdale East",Bairnsdale East (Vic.),"Reid, J",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bridge, Echuca",Echuca (Vic.),"Reid, William B",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Copper Mine, Coopers Creek",Coopers Creek (Vic.),"Rogers, J A",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bendigo, Bendigo",Bendigo (Vic.),"Ruedin, S",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Home, Launching Place",Launching Place (Vic.),"Ryan, Jemima",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Prince of Wales, Heathcote",High St (Heathcote Vic.),"Sangster, James",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Turf, Sale",Sale (Vic.),"Shallue, Elizabeth",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Glen Creek, Dederang",Dederang (Vic.),"Smith, N",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Durham Ox, Durham Ox",Durham Ox (Vic.),"Smith, Phillip",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Town Hall, Talbot",Talbot (Vic.),"Spence, George H",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Rupanyup",Rupanyup (Vic.),"Swan, A E",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Hamilton",Thompson St (Hamilton Vic.),"Swinburne, Charles",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Red Lion, Bendigo",Bendigo (Vic.),"Tardiff, H",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Town Hall, Kyneton",corner Mollison & Hutton Sts (Kyneton Vic.),"Tindall, Cassindra",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shamrock, Echuca",High St (Echuca Vic.),"Turner, Frank",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Nelson, Nelson",Nelson (Vic.),"Walsh, A W",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Half-way House, Double Bridges",Double Bridges (Vic.),"Weston, James",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Half-way House, Double Bridges",Double Bridges (Vic.),"Weston, James",Licensee,1908-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Rubicon, Thornton",Thornton (Vic.),"Baker, Chas",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Camp, Werribee",Watton St (Werribee Vic.),"Balfour, M",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Bacchus Marsh",Bacchus Marsh (Vic.),"Bankes, Eliza",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Globe, Charlton",Charlton (Vic.),"Barry, Jno",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lara, Lara",Lara (Vic.),"Berry, H",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Star, Creswick",Creswick Frenchmans Lead (Vic.),"Bolton, Michael",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Grand Terminus, Bairnsdale",Bairnsdale (Vic.),"Bomford, V",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"City Brewery, Bendigo",Bendigo (Vic.),Breheny Bros,Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, St Arnaud",corner Napier & Alma Sts (St Arnaud Vic.),"Burke, C D J",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"National, Coleraine",Coleraine (Vic.),"Carew, Matthew",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Strathbogie, Strathbogie",Strathbogie (Vic.),"Clinnick, Eliz",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Sale Yards, Echuca",Warren St (Echuca Vic.),"Coates, M A",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Terminus, Shepparton",Shepparton (Vic.),"Correll, George",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Farmers Arms, Nathalia",Nathalia (Vic.),"Curtain, J",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Nyora, Nyora",Nyora (Vic.),"Davis, Jos Y",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"New Bunyip, Bunyip",Bunyip (Vic.),"Devaney, David",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Club Terrace Hotel Storekeeper & Butcher, Clydebank",Clydebank (Vic.),"Donald, John A",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Camp, Woodvale",Sydney Flat (Vic.),"Evans, John",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Rivernook, Princetown",Princetown (Vic.),"Evans, John M",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Yarrawonga, Yarrawonga",Yarrawonga (Vic.),"Fahey, Elizabeth",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Mt Jeffcott, Donald",Donald (Vic.),"Ford, John",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Parkers United, Gordon",Gordons (Vic.),"Freeman, John",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Captains Hotel & Post Office, Welshmans Reef",Welchmans Reef (Vic.),"Griffiths, Ellis",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Orbost Club, Orbost",Orbost (Vic.),"Harris, Frederick E",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Loddon Leads, Newstead",Newstead (Vic.),"Harte, Jos H",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Perseverance, East Murchison",Murchison East (Vic.),"Heaphy, P F",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Dooen, Dooen",Dooen (Vic.),"Keating, S",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Yarragon",Yarragon (Vic.),"Kenny, L A",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Warehouse, Majorca",Majorca (Vic.),"Knight, W",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victoria, Sale",Sale (Vic.),"Lewis, Herbert",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hopkins River, Warrnambool",Warrnambool (Vic.),"Lindsay, Thomas D",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Nicholson, Sarsfield",Sarsfield (Vic.),"Lucas, Alfred J",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Yambuk",Yambuk (Vic.),"Maloney, Thomas",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Sandford",Sandford (Vic.),"McCormack, A",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Poowong, Poowong",Poowong (Vic.),"McGrath, P W",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Merton, Merton",Merton ( Vic.,"Miller, Georgina ",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Digby, Digby","Emu Creek, Digby (Vic.)","Milne, Bessie",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Heyfield",Heyfield (Vic.),"Morgan, John",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Ennis, Bendigo",Bendigo (Vic.),"Murdoch, J",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Bendoc",Bendoc (Vic.),"Mustard, William",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Broadford",Broadford (Vic.),"OConnor, P",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Exchange, Maldon",Maldon (Vic.),"OKeefe, Norah",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Wangaratta",Murphy St (Wangaratta Vic.),"Osbaldstone, M",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Prince of Wales, Sale",Raymond St (Sale Vic.),"OShea, M",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Jung Jung, Jung",Jung Jung (Vic.),"Osmond, Saml",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Harp of Erin, Beechworth",Church St (Beechworth Vic.),"Pye, A",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lorne, Lorne",Lorne (Vic.),"Rooke, N",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Exchange, Sale",corner Raymond & Foster Sts (Sale Vic.),"Scott, M",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Kangaroo, Maldon",corner High & Fountan Sts (Maldon Vic.),"Sheridan, Philip J",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Club, Warracknabeal",Warracknabeal (Vic.),"Stevens, William",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Creswick",Victoria St (Creswick Vic.),"Sutton, Anthony E",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Golden Age, Tarnagulla",Tarnagulla (Vic.),"Toole, Edward",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Paynesville, Paynesville",Paynesville (Vic.),"Weir, N I",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Inglewood",Inglewood (Vic.),"Williamson, Flor",Licensee,1908-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Metropolitan, Bendigo",Bendigo (Vic.),"Avery, Joe",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Waterloo, Bendigo",Bendigo (Vic.),"Bourke, E M",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Arcade, Bendigo",Bendigo (Vic.),"Brady, J",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
